text,sentiment,sentiment_encoded,processed_text
"These infographics help put things to perspective. Seriously, do not go out and buy shit in bulk and avoid Chinese food. Don't panic. #CoronavirusPandemic #Covid_19 ",Negative,0,infographics help put thing perspective seriously go buy shit bulk avoid chinese food dont panic coronaviruspandemic covid
the grocery store is out of toilet paper. i think people are freaking out and buying toilet paper because they are afraid of being quarantined. #Coronavirus #WuhanVirus #COVD19 #COVID19 #COVID_19 #CoronavirusPandemic ,Negative,0,grocery store toilet paper think people freaking buying toilet paper afraid quarantined coronavirus wuhanvirus covd covid covid coronaviruspandemic
"DONT FORGET TO BE POLITE TO OTHERS, ESPECIALLY THE PEOPLE WORKING AT THE GROCERY STORE RIGHT NOW! THEYRE WORKING THEIR ASSES OFF! #QuarantineAndChill #StateOfEmergency #Covid_19 #lockdown #NationalEmergency #CoronaOutbreak #FridayThoughts",Positive,2,dont forget polite others especially people working grocery store right theyre working ass quarantineandchill stateofemergency covid lockdown nationalemergency coronaoutbreak fridaythoughts
Wow now the time has come here too kindergartens amp schools are closed from Monday to April 20th because of Corona So we re not far from Italy s situation anymore I m going to do a lot of stock shopping today canned food frozen food drinks toilet paper,Positive,2,wow time come kindergarten amp school closed monday april th corona far italy situation anymore going lot stock shopping today canned food frozen food drink toilet paper
"#Coronavirus: nieuw woord geleerd ""statistieken stalkers""

",Positive,2,coronavirus nieuw woord geleerd statistieken stalker
"Wow, even expensive meat is gone. Supermarket packed. Disifectant is all gone. #Covid_19 ",Positive,2,wow even expensive meat gone supermarket packed disifectant gone covid
"I'm still trying to figure out why people are going nuts buying half the grocery store out.

I went my local Kroger

Bread, gone
Water, gone
Eggs, gone
TP, gone
Plus many more...

MSM has ppl scared out of their mind over #Covid_19  and hoarding groceries.

This is UNREAL!",Negative,0,im still trying figure people going nut buying half grocery store went local kroger bread gone water gone egg gone tp gone plus many msm ppl scared mind covid hoarding grocery unreal
Can someone explain why the gas prices so low? With everything going #Covid_19 #CoronaOutbreak,Negative,0,someone explain gas price low everything going covid coronaoutbreak
"You can tell this episode of Here's Lucy is from a long time ago...because the grocery store they went to is fully stocked, ha!
Interesting timing to have it airing while our supermarkets have empty shelves!? 
#LosAngeles #California #emergencypreparedness #Covid_19 #coronavirus ",Positive,2,tell episode here lucy long time agobecause grocery store went fully stocked ha interesting timing airing supermarket empty shelf losangeles california emergencypreparedness covid coronavirus
Call your Rep amp Senators today amp demand they pass the bill It contains Free testing 14 days paid sick leave 3 months paid family leave Expanded unemployment insurance amp food security Medicaid funds Lives are on the line 202 224 3121,Negative,0,call rep amp senator today amp demand pas bill contains free testing day paid sick leave month paid family leave expanded unemployment insurance amp food security medicaid fund life line
"I coughed at the grocery store tonight. This dude looked like he wanted to stab me! Like chill bro, I got allergies! I swear ?? #Covid_19 #coronavirus #allergies",Neutral,1,coughed grocery store tonight dude looked like wanted stab like chill bro got allergy swear covid coronavirus allergy
Someone else said this Being able to stock up on food is a privilege Having sick leave is an American privilege WFH is an American privilege If you have these privileges do what you can to help others who don t We in this together  ,Positive,2,someone else said able stock food privilege sick leave american privilege wfh american privilege privilege help others together
"So someone please explain to me why we are encouraging people to stay in their houses and avoid public places and then shaming them WHEN THEY STOCK UP OF FOOD AND WATER TO STAY HOME! 
#Covid_19",Positive,2,someone please explain encouraging people stay house avoid public place shaming stock food water stay home covid
"I think #Covid_19 has shown the UKs true colours. 
Everyone hates everyone and theyre all out for themselves, so selfish and typically British..only have to look at supermarket shelves for proof #BeKind 
Done with this planet, let me off NOW ?? ",Negative,0,think covid shown uk true colour everyone hate everyone theyre selfish typically britishonly look supermarket shelf proof bekind done planet let
"News: Grocery stores cant keep food on the shelves.

Mom: Should we stock up on food? 
Me: Na, Ill just buy yall some beans and rice.

Arrive at @HEB - shelves empty ? sees 2 bags of rice ?

Mom: Nice they had rice, wheres the beans. 
Me: Um, so what happened was
#Covid_19 ",Positive,2,news grocery store cant keep food shelf mom stock food na ill buy yall bean rice arrive heb shelf empty see bag rice mom nice rice wheres bean um happened covid
"Wake-up call for the consumer society! I believe this is natures way of slapping us in the face. Wealth has to be divided equally across the globe. The infrastructure is here already (internet). To turn things around and manage this we have #DLT #Blockchain #bitcoin 
#Covid_19",Positive,2,wakeup call consumer society believe nature way slapping u face wealth divided equally across globe infrastructure already internet turn thing around manage dlt blockchain bitcoin covid
"I'm sending love to doctors, nurses and supermarket employees across the world ? 

Together, all across the World we can beat this Virus!

#bitcoin #Covid_19 #covid19Nederland #COVID2019NL ",Positive,2,im sending love doctor nurse supermarket employee across world together across world beat virus bitcoin covid covidnederland covidnl
"Ok, now this shit is gettin way outta hand! ??? #CostcoPanicBuying 
#coronapocalypse ",Positive,2,ok shit gettin way outta hand costcopanicbuying coronapocalypse
"the supermarket shelves in NYC. Loo roll hoarding is not just an Aussie thing! 

#aupol #coronavirus #Covid_19 ",Neutral,1,supermarket shelf nyc loo roll hoarding aussie thing aupol coronavirus covid
